kind,source_file,source_line,match_text,target_day,target_page,target_file,anchor_present,decision,notes,context
fuzzy,content/days/day-02/06-your-turn.qmd,402,Day 3,3,,,,,,"- On Day 3 for Ben: <span class=""foreman-remark"">“I’m glad you learned your lesson.”</span>"
fuzzy,content/days/day-03/01-variation-the-enemy-of-quality.qmd,10,Day 1,1,,,,,,"As already indicated on [Day 1](../day-01/01-overture.qmd), much of the way Statistics is usually taught involves [A] data and [B] probability and probability distributions. (Again, as I made clear..."
fuzzy,content/days/day-03/01-variation-the-enemy-of-quality.qmd,73,Day 3,3,,,,,,"There is a saying that ""Variety is the spice of life"". This implies that *variety* is good. In these early pages of Day 3, we (and Dr Deming!) have been arguing that *variation* is bad."
fuzzy,content/days/day-04/04-points-1-to-6.qmd,173,Day 9,9,,,,,,"We saw this diagram on [Day 1 page 35](../day-01/11-deming-story.qmd#sec-page35) as the first of Dr Deming's <span class=""deming_quote"">""Summary of Teachings to Top Management and to Engineers in J..."
fuzzy,content/days/day-04/04-points-1-to-6.qmd,297,Day 5,5,,,,,,"As you know, this project will continue throughout Day 5. So get ready to keep up the good work tomorrow!"
fuzzy,content/days/day-06/01-introduction.qmd,67,Day 7,7,,,,,,"Today involves rather less than the fairly full day's work designed for most days in this course. So, if you need more time on parts of today's study than I am suggesting, you will find my timings ..."
fuzzy,content/days/day-07/03-performance-indicators.qmd,43,Day 12,12,,,,,,"At this time, as we have moved into the second half of the course, I think I can anticipate what some students may be beginning to think. You are learning about all this wonderful theory (and it is..."
fuzzy,content/days/day-08/06-major-activity.qmd,174,Day 9,9,,,,,,It would be very handy during Day 9's Major Activity for you to use separate copies of [Day 9 pages 13–14](../day-09/04-major-activity.qmd#sec-page12) at Stages 3 and 4 of that Activity. The reason...
fuzzy,content/days/day-09/03-activity-9c-and-organisation-charts.qmd,96,Day 7,7,,,,,,"When I first heard Deming's term ""flow diagram"", I did realise that he wasn't saying what I was familiar with, i.e. ""flow chart"", but I didn't realise the importance of the difference straightaway...."
fuzzy,content/days/day-09/05-of-profound-knowledge.qmd,86,Day 12,12,,,,,,"Other suggestions for what you might include are any illustrations from your own experience relevant to what Dr Deming is talking about, and also any important connections you see with earlier mate..."
fuzzy,content/days/day-09/05-of-profound-knowledge.qmd,100,Day 12,12,,,,,,"The final phase of the work will be for you to indicate on a simple 0–5 scale what, at that stage, you understand and appreciate as the strength of the links between the relevant part of the System..."
fuzzy,content/days/day-09/07-out-of-hours.qmd,20,Day 4,4,,,,,,"First, for your refresher on the 14 Points and Deadly Diseases, you could of course return to the main reading referenced on Day 4, namely *DemDim* pages 39–52. There is also the whole of Part 5 of..."
fuzzy,content/days/day-09/07-out-of-hours.qmd,40,Day 9,9,,,,,,"To conclude Day 9, however, **please now move over to page 30** to think about which parts of the material you might like to duplicate to avoid having to keep frequently skipping around during the ..."
fuzzy,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,23,Day 9,9,,,,,,The Deming Cycle is the subject of *DemDim* Chapter 9. So please read through the whole of that chapter after this introduction. I'll ask you to take a couple of initial looks inside the chapter be...
fuzzy,content/days/day-11/06-knowledge-of-psychology.qmd,9,Day 9,9,,,,,,For Part D we return to the more usual procedure as described on [Day 9](../day-09/01-introduction.qmd) and as largely used for both Parts A and B yesterday.
fuzzy,content/days/day-12/03-wisdom-from-peter-scholtes.qmd,29,Day 1,1,,,,,,"As mentioned when we first saw it on Day 1, Peter's diagram of the System of Profound Knowledge immediately depicts the interlinking nature of the four parts of the System. But there were no words ..."
fuzzy,content/days/day-12/04-but-what-can-i-do.qmd,92,Day 9,9,,,,,,"Think hard about, and identify, the true aim of your personal system. *[Recall that you worked on the concept of the* aim *of a system on [Day 10 page 5](../day-10/02-appreciation-for-a-system.qmd#..."
fuzzy,index.qmd,71,Day 4,4,,,,,,I particularly recommend that you do not try to rush through the work on Days 4 and 5. This course contains two substantial projects. The First Project is designed to keep you busy throughout the a...
fuzzy,index.qmd,129,Day 1,1,,,,,,"each day by a red, white and blue box that you will not be able to miss! As indicated above, Day 1 is a little different regarding"
fuzzy,index.qmd,295,Day 1,1,,,,,,"A small puzzle first: on [Appendix page 5](content/appendix/01-day-1.qmd#sec-page5), when discussing a matter arising on Day 1, I refer to something which is ""near the bottom of page 3"". Do I mean ..."
